:START_ID(Coach-ID),:END_ID(Team-ID),:TYPE
1927352,FENWTEAMSABRKOR01,COACHES
1927360,FENMTEAMSABRKOR01,COACHES
1927873,HBLWTEAM7---KOR01,COACHES
1927879,HBLWTEAM7---KOR01,COACHES
1927880,HBLWTEAM7---KOR01,COACHES
1928154,FBLWTEAM11--ZAM01,COACHES
1928465,VVOWTEAM6---POL01,COACHES
1928466,VVOWTEAM6---POL01,COACHES
1928467,VVOWTEAM6---POL01,COACHES
1928468,VVOWTEAM6---POL01,COACHES
1928469,VVOWTEAM6---POL01,COACHES
1928470,VVOWTEAM6---POL01,COACHES
1928472,VVOWTEAM6---POL01,COACHES
1928477,VVOWTEAM6---POL01,COACHES
1928480,VVOWTEAM6---POL01,COACHES
1928714,FBLWTEAM11--ZAM01,COACHES
1929436,RU7MTEAM7---URU01,COACHES
1929630,RU7MTEAM7---URU01,COACHES
1929648,FENMTEAMEPEEKAZ01,COACHES
1929649,FENMTEAMEPEEKAZ01,COACHES
1929717,RU7MTEAM7---URU01,COACHES
1930168,FBLWTEAM11--FRA01,COACHES
1930169,FBLWTEAM11--FRA01,COACHES
1930171,FBLWTEAM11--FRA01,COACHES
1930172,FBLWTEAM11--FRA01,COACHES
1930636,FBLMTEAM11--ARG01,COACHES
1930646,FBLWTEAM11--COL01,COACHES
1930666,FBLWTEAM11--ZAM01,COACHES
1930922,SWAWTEAM2---USA01,COACHES
1931463,FBLWTEAM11--ZAM01,COACHES
1931488,HBLMTEAM7---EGY01,COACHES
1931494,HBLMTEAM7---EGY01,COACHES
1931502,HBLMTEAM7---EGY01,COACHES
1931888,HBLMTEAM7---EGY01,COACHES
1932163,HBLMTEAM7---HUN01,COACHES
1932174,HBLMTEAM7---HUN01,COACHES
1932176,HBLMTEAM7---HUN01,COACHES
1932190,HBLMTEAM7---HUN01,COACHES
1932535,HBLMTEAM7---HUN01,COACHES
1932778,FENWTEAMFOILPOL01,COACHES
1932780,FENWTEAMFOILPOL01,COACHES
1932782,FENMTEAMFOILPOL01,COACHES
1932782,FENWTEAMEPEEPOL01,COACHES
1932782,FENWTEAMFOILPOL01,COACHES
1932783,FENMTEAMFOILPOL01,COACHES
1932784,FENMTEAMFOILPOL01,COACHES
1932787,FENWTEAMEPEEPOL01,COACHES
1933362,HBLWTEAM7---HUN01,COACHES
1933372,HBLWTEAM7---HUN01,COACHES
1933382,HBLWTEAM7---HUN01,COACHES
1933393,HBLWTEAM7---HUN01,COACHES
1933407,HBLWTEAM7---HUN01,COACHES
1933474,FBLMTEAM11--ARG01,COACHES
1933569,FBLWTEAM11--COL01,COACHES
1933763,FBLMTEAM11--ARG01,COACHES
1934022,FBLMTEAM11--ARG01,COACHES
1934443,HOCWTEAM11--ESP01,COACHES
1934444,HOCMTEAM11--ESP01,COACHES
1934447,HOCMTEAM11--ESP01,COACHES
1934448,HOCMTEAM11--ESP01,COACHES
1934448,HOCWTEAM11--ESP01,COACHES
1934451,HOCWTEAM11--ESP01,COACHES
1934454,HOCWTEAM11--ESP01,COACHES
1934458,HOCMTEAM11--ESP01,COACHES
1934462,HOCMTEAM11--ESP01,COACHES
1934469,HOCWTEAM11--ESP01,COACHES
1934811,FBLWTEAM11--COL01,COACHES
1934833,RU7WTEAM7---RSA01,COACHES
1934834,RU7WTEAM7---RSA01,COACHES
1934836,RU7WTEAM7---RSA01,COACHES
1934837,RU7WTEAM7---RSA01,COACHES
1935157,HBLMTEAM7---NOR01,COACHES
1935326,BKBWTEAM5---NGR01,COACHES
1935667,SWAWTEAM2---USA01,COACHES
1935667,SWAWTEAM8---USA01,COACHES
1935669,SWAWTEAM8---USA01,COACHES
1935670,VVOWTEAM6---USA01,COACHES
1936541,FENMTEAMEPEEHUN01,COACHES
1936918,HBLWTEAM7---ANG01,COACHES
1936971,FENMTEAMEPEEEGY01,COACHES
1937101,FENMTEAMFOILEGY01,COACHES
1937101,FENMTEAMSABREGY01,COACHES
1937256,FENWTEAMEPEEEGY01,COACHES
1937282,FENWTEAMFOILEGY01,COACHES
1937285,FENMTEAMEPEEEGY01,COACHES
1937285,FENWTEAMEPEEEGY01,COACHES
1938447,FENMTEAMSABREGY01,COACHES
1940074,BKBMTEAM5---AUS01,COACHES
1940075,BKBWTEAM5---AUS01,COACHES
1940088,BKBMTEAM5---AUS01,COACHES
1940093,BKBWTEAM5---AUS01,COACHES
1940331,SWAWTEAM2---KOR01,COACHES
1940783,VVOWTEAM6---KEN01,COACHES
1940927,FENMTEAMSABREGY01,COACHES
1940930,WPOWTEAM7---HUN01,COACHES
1940967,WPOMTEAM7---HUN01,COACHES
1941075,WPOWTEAM7---HUN01,COACHES
1941188,VVOWTEAM6---KEN01,COACHES
1941189,VVOWTEAM6---KEN01,COACHES
1941198,WPOWTEAM7---HUN01,COACHES
1941327,WPOMTEAM7---HUN01,COACHES
1941660,VVOWTEAM6---KEN01,COACHES
1941847,FBLMTEAM11--MLI01,COACHES
1941852,FBLMTEAM11--PAR01,COACHES
1942626,FBLMTEAM11--ESP01,COACHES
1942627,FBLMTEAM11--ESP01,COACHES
1942638,FBLMTEAM11--ESP01,COACHES
1942804,HOCWTEAM11--BEL01,COACHES
1942806,HOCMTEAM11--BEL01,COACHES
1942828,WPOMTEAM7---HUN01,COACHES
1942833,HOCWTEAM11--BEL01,COACHES
1942834,HOCWTEAM11--BEL01,COACHES
1942869,FBLMTEAM11--PAR01,COACHES
1943051,VVOWTEAM6---KEN01,COACHES
1943302,FBLWTEAM11--USA01,COACHES
1943308,FBLWTEAM11--USA01,COACHES
1943311,FBLWTEAM11--USA01,COACHES
1943842,FBLMTEAM11--PAR01,COACHES
1944188,FBLMTEAM11--USA01,COACHES
1944189,FBLMTEAM11--USA01,COACHES
1944190,FBLMTEAM11--USA01,COACHES
1944191,FBLMTEAM11--USA01,COACHES
1944971,FBLWTEAM11--NZL01,COACHES
1944972,FBLWTEAM11--NZL01,COACHES
1944973,FBLMTEAM11--NZL01,COACHES
1944974,FBLMTEAM11--NZL01,COACHES
1944977,FBLMTEAM11--NZL01,COACHES
1944979,FBLMTEAM11--NZL01,COACHES
1945000,FBLWTEAM11--NZL01,COACHES
1945433,HOCMTEAM11--AUS01,COACHES
1945439,HOCMTEAM11--AUS01,COACHES
1945447,HOCWTEAM11--AUS01,COACHES
1945449,HOCMTEAM11--AUS01,COACHES
1945449,HOCWTEAM11--AUS01,COACHES
1945451,HOCWTEAM11--AUS01,COACHES
1945459,HOCWTEAM11--AUS01,COACHES
1945465,HOCMTEAM11--AUS01,COACHES
1945465,HOCWTEAM11--AUS01,COACHES
1945466,HOCMTEAM11--AUS01,COACHES
1945480,HOCWTEAM11--AUS01,COACHES
1946312,FENMTEAMEPEEHUN01,COACHES
1946333,FENMTEAMSABRHUN01,COACHES
1946333,FENWTEAMSABRHUN01,COACHES
1946357,FENWTEAMSABRHUN01,COACHES
1946381,FENMTEAMSABRHUN01,COACHES
1946447,FENWTEAMSABRHUN01,COACHES
1946556,FENMTEAMEPEEHUN01,COACHES
1947623,WPOMTEAM7---AUS01,COACHES
1947628,WPOWTEAM7---AUS01,COACHES
1947636,WPOWTEAM7---AUS01,COACHES
1947637,WPOWTEAM7---AUS01,COACHES
1947638,WPOMTEAM7---AUS01,COACHES
1947772,FENWTEAMEPEEPOL01,COACHES
1948318,HBLWTEAM7---ESP01,COACHES
1948319,HBLWTEAM7---ESP01,COACHES
1948320,HBLMTEAM7---ESP01,COACHES
1948321,HBLWTEAM7---ESP01,COACHES
1948322,HBLMTEAM7---ESP01,COACHES
1948331,HBLWTEAM7---ESP01,COACHES
1948332,HBLMTEAM7---ESP01,COACHES
1948333,HBLMTEAM7---ESP01,COACHES
1948335,HBLWTEAM7---ESP01,COACHES
1948431,BKBMTEAM5---SRB01,COACHES
1948433,BKBMTEAM5---SRB01,COACHES
1948750,BKBWTEAM5---SRB01,COACHES
1948752,BKBWTEAM5---SRB01,COACHES
1948904,RU7WTEAM7---GBR01,COACHES
1948911,RU7WTEAM7---GBR01,COACHES
1948912,RU7WTEAM7---GBR01,COACHES
1948914,RU7WTEAM7---GBR01,COACHES
1948916,RU7WTEAM7---GBR01,COACHES
1948979,VVOMTEAM6---SRB01,COACHES
1948980,VVOMTEAM6---SRB01,COACHES
1948981,VVOMTEAM6---SRB01,COACHES
1948982,VVOMTEAM6---SRB01,COACHES
1948983,VVOMTEAM6---SRB01,COACHES
1948985,VVOMTEAM6---SRB01,COACHES
1948986,VVOMTEAM6---SRB01,COACHES
1949063,VVOWTEAM6---SRB01,COACHES
1949064,VVOWTEAM6---SRB01,COACHES
1949065,VVOWTEAM6---SRB01,COACHES
1949066,VVOWTEAM6---SRB01,COACHES
1949067,VVOMTEAM6---SRB01,COACHES
1949067,VVOWTEAM6---SRB01,COACHES
1949069,VVOWTEAM6---SRB01,COACHES
1949449,HOCMTEAM11--BEL01,COACHES
1949449,HOCWTEAM11--BEL01,COACHES
1949459,HOCMTEAM11--BEL01,COACHES
1949874,BKBWTEAM5---BEL01,COACHES
1950176,RU7WTEAM7---AUS01,COACHES
1950177,RU7WTEAM7---AUS01,COACHES
1950179,RU7MTEAM7---AUS01,COACHES
1950180,RU7MTEAM7---AUS01,COACHES
1950181,RU7MTEAM7---AUS01,COACHES
1950182,RU7MTEAM7---AUS01,COACHES
1950183,RU7WTEAM7---AUS01,COACHES
1950184,RU7MTEAM7---AUS01,COACHES
1950185,RU7MTEAM7---AUS01,COACHES
1950185,RU7WTEAM7---AUS01,COACHES
1950186,RU7WTEAM7---AUS01,COACHES
1950187,RU7WTEAM7---AUS01,COACHES
1950509,RU7WTEAM7---USA01,COACHES
1950510,RU7WTEAM7---USA01,COACHES
1950511,RU7WTEAM7---USA01,COACHES
1950512,RU7WTEAM7---USA01,COACHES
1950514,RU7WTEAM7---USA01,COACHES
1950515,RU7WTEAM7---USA01,COACHES
1950520,RU7MTEAM7---USA01,COACHES
1950521,RU7MTEAM7---USA01,COACHES
1950522,RU7MTEAM7---USA01,COACHES
1950523,RU7MTEAM7---USA01,COACHES
1950524,RU7MTEAM7---USA01,COACHES
1950525,RU7MTEAM7---USA01,COACHES
1951744,FENWTEAMEPEEUSA01,COACHES
1951745,FENMTEAMFOILUSA01,COACHES
1951750,FENWTEAMFOILUSA01,COACHES
1951752,FENWTEAMEPEEUSA01,COACHES
1951755,FENWTEAMSABRUSA01,COACHES
1951756,FENMTEAMFOILUSA01,COACHES
1951757,FENWTEAMFOILUSA01,COACHES
1951765,FENMTEAMSABRUSA01,COACHES
1951765,FENWTEAMSABRUSA01,COACHES
1951771,FENMTEAMSABRUSA01,COACHES
1951782,FENMTEAMFOILUSA01,COACHES
1951782,FENMTEAMSABRUSA01,COACHES
1951782,FENWTEAMEPEEUSA01,COACHES
1951782,FENWTEAMFOILUSA01,COACHES
1951782,FENWTEAMSABRUSA01,COACHES
1952532,BKBMTEAM5---BRA01,COACHES
1953168,FBLMTEAM11--JPN01,COACHES
1953169,FBLMTEAM11--JPN01,COACHES
1953170,FBLMTEAM11--JPN01,COACHES
1953555,FBLMTEAM11--EGY01,COACHES
1954065,HOCWTEAM11--USA01,COACHES
1954067,HOCWTEAM11--USA01,COACHES
1954068,HOCWTEAM11--USA01,COACHES
1954069,HOCWTEAM11--USA01,COACHES
1954070,HOCWTEAM11--USA01,COACHES
1954072,HOCWTEAM11--USA01,COACHES
1954482,BKBMTEAM5---USA01,COACHES
1954484,BKBMTEAM5---USA01,COACHES
1954501,BKBWTEAM5---USA01,COACHES
1954503,BKBWTEAM5---USA01,COACHES
1954672,RU7MTEAM7---FIJ01,COACHES
1954988,RU7WTEAM7---BRA01,COACHES
1955000,RU7WTEAM7---BRA01,COACHES
1955015,RU7WTEAM7---BRA01,COACHES
1955021,RU7WTEAM7---BRA01,COACHES
1955881,RU7WTEAM7---FIJ01,COACHES
1955885,RU7WTEAM7---FIJ01,COACHES
1955954,SWAWTEAM2---AUS01,COACHES
1955954,SWAWTEAM8---AUS01,COACHES
1955958,SWAWTEAM2---AUS01,COACHES
1955958,SWAWTEAM8---AUS01,COACHES
1956202,FBLMTEAM11--ISR01,COACHES
1956206,FBLMTEAM11--ISR01,COACHES
1956422,FBLMTEAM11--ISR01,COACHES
1956472,WPOMTEAM7---SRB01,COACHES
1956473,WPOMTEAM7---SRB01,COACHES
1956476,WPOMTEAM7---SRB01,COACHES
1957027,FBLMTEAM11--EGY01,COACHES
1957190,SWAWTEAM2---ESP01,COACHES
1957190,SWAWTEAM8---ESP01,COACHES
1957191,SWAWTEAM2---ESP01,COACHES
1957192,SWAWTEAM8---ESP01,COACHES
1957222,WPOWTEAM7---ESP01,COACHES
1957223,WPOMTEAM7---ESP01,COACHES
1957224,WPOMTEAM7---ESP01,COACHES
1957225,WPOMTEAM7---ESP01,COACHES
1957226,WPOWTEAM7---ESP01,COACHES
1957227,WPOWTEAM7---ESP01,COACHES
1958754,BKBMTEAM5---ESP01,COACHES
1958756,BKBWTEAM5---ESP01,COACHES
1958758,BKBWTEAM5---ESP01,COACHES
1958763,BKBMTEAM5---ESP01,COACHES
1959938,FENMTEAMEPEEKAZ01,COACHES
1960844,RU7WTEAM7---CAN01,COACHES
1960845,RU7WTEAM7---CAN01,COACHES
1960848,RU7WTEAM7---CAN01,COACHES
1960854,RU7WTEAM7---CAN01,COACHES
1960860,RU7WTEAM7---CAN01,COACHES
1961582,RU7WTEAM7---FIJ01,COACHES
1961586,RU7WTEAM7---FIJ01,COACHES
1961912,RU7WTEAM7---FIJ01,COACHES
1961922,RU7MTEAM7---FIJ01,COACHES
1962265,RU7MTEAM7---IRL01,COACHES
1962452,RU7WTEAM7---IRL01,COACHES
1963019,FBLMTEAM11--EGY01,COACHES
1963069,RU7MTEAM7---IRL01,COACHES
1963171,FBLWTEAM11--ESP01,COACHES
1963174,FBLWTEAM11--ESP01,COACHES
1963175,FBLWTEAM11--ESP01,COACHES
1963552,HOCWTEAM11--BEL01,COACHES
1963556,HOCWTEAM11--BEL01,COACHES
1963627,HBLMTEAM7---JPN01,COACHES
1963628,HBLMTEAM7---JPN01,COACHES
1964423,VVOMTEAM6---BRA01,COACHES
1964426,VVOWTEAM6---BRA01,COACHES
1964434,VVOWTEAM6---BRA01,COACHES
1964436,VVOWTEAM6---BRA01,COACHES
1964444,VVOMTEAM6---BRA01,COACHES
1964448,VVOMTEAM6---BRA01,COACHES
1964452,VVOMTEAM6---BRA01,COACHES
1964453,VVOWTEAM6---BRA01,COACHES
1964455,VVOWTEAM6---BRA01,COACHES
1964456,VVOWTEAM6---BRA01,COACHES
1964457,VVOMTEAM6---BRA01,COACHES
1964468,VVOMTEAM6---BRA01,COACHES
1964473,VVOWTEAM6---BRA01,COACHES
1964477,VVOMTEAM6---BRA01,COACHES
1964481,VVOMTEAM6---BRA01,COACHES
1964485,VVOMTEAM6---BRA01,COACHES
1964492,VVOWTEAM6---BRA01,COACHES
1964509,RU7WTEAM7---IRL01,COACHES
1965159,HOCWTEAM11--RSA01,COACHES
1965160,HOCWTEAM11--RSA01,COACHES
1965161,HOCWTEAM11--RSA01,COACHES
1965162,HOCWTEAM11--RSA01,COACHES
1965167,HOCWTEAM11--RSA01,COACHES
1965168,HOCWTEAM11--RSA01,COACHES
1965170,HOCWTEAM11--RSA01,COACHES
1965171,HOCWTEAM11--RSA01,COACHES
1967242,FBLWTEAM11--NZL01,COACHES
1967254,FBLWTEAM11--CAN01,COACHES
1967256,FBLWTEAM11--CAN01,COACHES
1967258,FBLWTEAM11--CAN01,COACHES
1967262,FBLWTEAM11--CAN01,COACHES
1967332,RU7MTEAM7---SAM01,COACHES
1967468,WPOWTEAM7---CAN01,COACHES
1967471,WPOWTEAM7---CAN01,COACHES
1967472,WPOWTEAM7---CAN01,COACHES
1967642,FBLWTEAM11--BRA01,COACHES
1967672,FBLWTEAM11--BRA01,COACHES
1967683,FBLWTEAM11--BRA01,COACHES
1968210,RU7MTEAM7---SAM01,COACHES
1968234,RU7MTEAM7---SAM01,COACHES
1968247,WPOMTEAM7---AUS01,COACHES
1968294,RU7MTEAM7---SAM01,COACHES
1968310,RU7MTEAM7---SAM01,COACHES
1968453,SWAWTEAM2---GRE01,COACHES
1968484,WPOWTEAM7---GRE01,COACHES
1968489,WPOWTEAM7---GRE01,COACHES
1968491,WPOWTEAM7---GRE01,COACHES
1968492,WPOMTEAM7---GRE01,COACHES
1968495,WPOMTEAM7---GRE01,COACHES
1968531,BKBMTEAM5---GRE01,COACHES
1968540,BKBMTEAM5---GRE01,COACHES
1968802,FBLWTEAM11--AUS01,COACHES
1968822,FBLWTEAM11--AUS01,COACHES
1968838,FBLWTEAM11--AUS01,COACHES
1968864,WPOWTEAM7---NED01,COACHES
1968868,WPOWTEAM7---NED01,COACHES
1968871,WPOWTEAM7---NED01,COACHES
1969357,FBLMTEAM11--MAR01,COACHES
1969386,FBLMTEAM11--MAR01,COACHES
1969609,FENMTEAMEPEEEGY01,COACHES
1969609,FENWTEAMEPEEEGY01,COACHES
1969633,FENMTEAMFOILEGY01,COACHES
1969633,FENWTEAMFOILEGY01,COACHES
1969820,FENWTEAMSABRALG01,COACHES
1969961,FENWTEAMSABRALG01,COACHES
1970311,HBLWTEAM7---NED01,COACHES
1970312,HBLWTEAM7---NED01,COACHES
1970317,HBLWTEAM7---NED01,COACHES
1970322,HBLWTEAM7---NED01,COACHES
1970733,SWAWTEAM2---GRE01,COACHES
1970974,FBLMTEAM11--MAR01,COACHES
1972025,HOCMTEAM11--NED01,COACHES
1972028,HOCWTEAM11--NED01,COACHES
1972030,HOCWTEAM11--NED01,COACHES
1972031,HOCWTEAM11--NED01,COACHES
1972034,HOCMTEAM11--NED01,COACHES
1972035,HOCMTEAM11--NED01,COACHES
1972037,HOCWTEAM11--NED01,COACHES
1972045,HOCMTEAM11--NED01,COACHES
1972052,HOCWTEAM11--NED01,COACHES
1972053,HOCMTEAM11--NED01,COACHES
1972055,HOCMTEAM11--NED01,COACHES
1972056,HOCMTEAM11--NED01,COACHES
1972057,HOCWTEAM11--NED01,COACHES
1972126,HOCMTEAM11--NED01,COACHES
1972461,SWAWTEAM2---NED01,COACHES
1972652,HOCMTEAM11--RSA01,COACHES
1972654,HOCMTEAM11--RSA01,COACHES
1972655,HOCMTEAM11--RSA01,COACHES
1972658,HOCMTEAM11--RSA01,COACHES
1972659,HOCMTEAM11--RSA01,COACHES
1972660,HOCMTEAM11--RSA01,COACHES
1972933,FBLMTEAM11--DOM01,COACHES
1972992,FBLMTEAM11--DOM01,COACHES
1973058,FBLMTEAM11--DOM01,COACHES
1973249,FENMTEAMFOILCAN01,COACHES
1973249,FENMTEAMSABRCAN01,COACHES
1973249,FENWTEAMFOILCAN01,COACHES
1973253,FENMTEAMFOILCAN01,COACHES
1973253,FENMTEAMSABRCAN01,COACHES
1973253,FENWTEAMFOILCAN01,COACHES
1973462,VVOWTEAM6---NED01,COACHES
1973520,VVOWTEAM6---NED01,COACHES
1973524,VVOWTEAM6---NED01,COACHES
1973525,VVOWTEAM6---NED01,COACHES
1973526,VVOWTEAM6---NED01,COACHES
1973532,VVOWTEAM6---NED01,COACHES
1973576,BKBMTEAM5---SSD01,COACHES
1973693,FBLWTEAM11--NGR01,COACHES
1973727,VVOMTEAM6---BRA01,COACHES
1974021,SWAWTEAM2---CAN01,COACHES
1974022,SWAWTEAM2---CAN01,COACHES
1974025,SWAWTEAM8---CAN01,COACHES
1974026,SWAWTEAM8---CAN01,COACHES
1974755,BKBWTEAM5---CAN01,COACHES
1974756,BKBMTEAM5---CAN01,COACHES
1974760,BKBMTEAM5---CAN01,COACHES
1974766,BKBWTEAM5---CAN01,COACHES
1975398,BKBMTEAM5---SSD01,COACHES
1977085,FENMTEAMFOILEGY01,COACHES
1977085,FENWTEAMFOILEGY01,COACHES
1977388,FBLWTEAM11--NGR01,COACHES
1977689,FBLMTEAM11--GUI01,COACHES
1977972,RU7MTEAM7---IRL01,COACHES
1978528,RU7WTEAM7---RSA01,COACHES
1978688,VVOMTEAM6---EGY01,COACHES
1978968,RU7WTEAM7---IRL01,COACHES
1979384,HOCMTEAM11--RSA01,COACHES
1980939,VVOMTEAM6---SLO01,COACHES
1980943,HBLWTEAM7---SLO01,COACHES
1980954,HBLMTEAM7---SLO01,COACHES
1980962,HBLWTEAM7---SLO01,COACHES
1980971,HBLWTEAM7---SLO01,COACHES
1980979,HBLWTEAM7---SLO01,COACHES
1980987,VVOMTEAM6---SLO01,COACHES
1980988,VVOMTEAM6---SLO01,COACHES
1981325,HBLMTEAM7---SLO01,COACHES
1981343,VVOMTEAM6---SLO01,COACHES
1981356,VVOMTEAM6---SLO01,COACHES
1981359,HBLWTEAM7---SLO01,COACHES
1981664,HBLMTEAM7---SLO01,COACHES
1981666,HBLMTEAM7---SLO01,COACHES
1981689,HBLMTEAM7---SLO01,COACHES
1981696,VVOMTEAM6---SLO01,COACHES
1981697,VVOMTEAM6---SLO01,COACHES
1982013,RU7MTEAM7---FIJ01,COACHES
1982128,RU7MTEAM7---FIJ01,COACHES
1982298,VVOMTEAM6---SLO01,COACHES
1982396,VVOMTEAM6---SLO01,COACHES
1986732,BKBWTEAM5---NGR01,COACHES
2041080,HOCMTEAM11--IRL01,COACHES
3057246,HBLWTEAM7---SLO01,COACHES
3058748,HBLWTEAM7---ANG01,COACHES
3430822,BKBMTEAM5---BRA01,COACHES
3538853,RU7MTEAM7---IRL01,COACHES
3546458,FBLMTEAM11--GUI01,COACHES
3546645,RU7MTEAM7---FIJ01,COACHES
3561918,FBLMTEAM11--IRQ01,COACHES
3910548,RU7WTEAM7---FIJ01,COACHES
3975763,HOCWTEAM11--CHN01,COACHES
4119106,HBLMTEAM7---EGY01,COACHES
4119109,VVOMTEAM6---EGY01,COACHES
4646497,HBLMTEAM7---SLO01,COACHES
4967785,FENMTEAMSABRHUN01,COACHES
4968917,FBLMTEAM11--GUI01,COACHES
9230001,HBLWTEAM7---SWE01,COACHES
9230002,HBLWTEAM7---BRA01,COACHES
9230003,HBLWTEAM7---BRA01,COACHES
9230004,HBLWTEAM7---DEN01,COACHES
9230005,HBLMTEAM7---DEN01,COACHES
9230006,HBLWTEAM7---ESP01,COACHES
9230007,HBLWTEAM7---KOR01,COACHES
9230008,HBLWTEAM7---KOR01,COACHES
9230009,HBLWTEAM7---KOR01,COACHES
9230010,HBLWTEAM7---NED01,COACHES
9230011,HBLWTEAM7---NED01,COACHES
9230012,HBLMTEAM7---ARG01,COACHES
9230013,HBLMTEAM7---ARG01,COACHES
9230014,HBLMTEAM7---ARG01,COACHES
9230015,HBLMTEAM7---EGY01,COACHES
9230016,HBLMTEAM7---JPN01,COACHES
9230017,HBLMTEAM7---ESP01,COACHES
9230018,HBLMTEAM7---ESP01,COACHES
9230019,HBLMTEAM7---SWE01,COACHES
9230020,HBLWTEAM7---NOR01,COACHES
9240002,HOCWTEAM11--RSA01,COACHES
9240003,HOCMTEAM11--RSA01,COACHES
9240004,HOCMTEAM11--IND01,COACHES
9240005,HOCWTEAM11--JPN01,COACHES
9240006,HOCWTEAM11--JPN01,COACHES
9430001,VVOMTEAM6---CAN01,COACHES
9430002,VVOMTEAM6---SRB01,COACHES
9430003,VVOMTEAM6---POL01,COACHES
9430004,VVOMTEAM6---POL01,COACHES
9430005,VVOWTEAM6---POL01,COACHES
9430006,VVOWTEAM6---POL01,COACHES
9430008,VVOWTEAM6---ITA01,COACHES
9450001,WPOWTEAM7---ITA01,COACHES
9450002,WPOMTEAM7---AUS01,COACHES
9450002,WPOWTEAM7---AUS01,COACHES
9450003,WPOMTEAM7---AUS01,COACHES
9450004,WPOWTEAM7---HUN01,COACHES
9450005,WPOWTEAM7---HUN01,COACHES
9450006,WPOWTEAM7---CAN01,COACHES
9450007,WPOWTEAM7---CAN01,COACHES
9450008,WPOWTEAM7---CHN01,COACHES
9450009,WPOWTEAM7---CHN01,COACHES
9450010,WPOMTEAM7---SRB01,COACHES
9450011,WPOMTEAM7---SRB01,COACHES
9450012,WPOMTEAM7---CRO01,COACHES
9450013,WPOMTEAM7---CRO01,COACHES
9450014,WPOMTEAM7---ITA01,COACHES
9450015,WPOMTEAM7---ITA01,COACHES
9450016,WPOMTEAM7---GRE01,COACHES
9450016,WPOWTEAM7---GRE01,COACHES
9450017,WPOMTEAM7---GRE01,COACHES
9450018,WPOWTEAM7---GRE01,COACHES
9450019,WPOWTEAM7---ITA01,COACHES
9450020,WPOWTEAM7---ITA01,COACHES
9450021,WPOMTEAM7---ROU01,COACHES
9450022,WPOMTEAM7---ROU01,COACHES
9450023,WPOMTEAM7---ESP01,COACHES
9450023,WPOWTEAM7---ESP01,COACHES
9450024,WPOWTEAM7---ESP01,COACHES
9450025,WPOMTEAM7---ESP01,COACHES
9450026,WPOMTEAM7---FRA01,COACHES
9450027,WPOMTEAM7---FRA01,COACHES
9450028,WPOMTEAM7---HUN01,COACHES
9450029,WPOMTEAM7---HUN01,COACHES
9450030,WPOMTEAM7---JPN01,COACHES
9450031,WPOMTEAM7---JPN01,COACHES
9450032,WPOWTEAM7---AUS01,COACHES
9450033,WPOWTEAM7---NED01,COACHES
9450034,WPOWTEAM7---NED01,COACHES
9450035,WPOWTEAM7---USA01,COACHES
9450036,WPOWTEAM7---USA01,COACHES
9450037,WPOMTEAM7---MNE01,COACHES
9450038,WPOMTEAM7---MNE01,COACHES
9450039,WPOWTEAM7---FRA01,COACHES
9450040,WPOMTEAM7---USA01,COACHES
9450041,WPOMTEAM7---USA01,COACHES
9450042,WPOMTEAM7---GRE01,COACHES
